Tweets,Tweet Classification
 going to the beach or public swimming pools today have fun and stay safe by observing these safety signs and understanding their meanings ,0
rt dear facebook we are coming back just read the new twitter policy and like wtf no wonder everybody is being suspended ,0
 happy new year from my side god help us,0
to everyone of you may this year bring you happiness peace and success in all your endeavors if you expect the best in 2020 say happy new year ,0
 last last 2020,0
 this is one thing nigeria has refused to do work together as one can we change that in 2020,0
 heavy but moving traffic at long bridge for lagos outbound atm ,1
 more footage indicating heavy traffic on long bridge for lagos outbound atm ,1
 mehn this is the highlight in golf for me yes this one ,0
 video of cristiano ronaldo playing football with kazakh boy born without legs in dubai has gone viral the kazakh boy ali turganbekov who was born without legs met portuguese footballer,0
 suspends ban on men women boarding same tricycle,0
 this is the way to go lagos people asphalt is so 20th century,0
 three places would receive enough people today as par cross over concern and they are 1 churches and mosques 2 clubs and parte after parte locations 3 police stations choose wisely my brother 𝔾𝕀𝔻𝕀𝕋ℝ𝔸𝔽𝔽𝕀ℂ,0
 traffic from long bridge down to magboro construction zone is heavy for lagos outbound while it is free afterward down to sagamu atm ,1
 free flowing traffic from sagamu interchange down to berger for lagos inbound atm ,1
 nigeria is hard nigeria is bad nigeria is not easy abeg where is this location wtf mehn happy new year in advance people ,0
 marlians in the church,0
rt plus size man who play basket ball ejiafor goes unclad for birthday photoshoot share pictures online today ,0
 18h59 falomo round about ikoyi,0
 all men are scum all men cheat women are always all about the money most women are very materialistic yada yada yada can we have productive and intelligent conversations in 2020 please ,0
rt what s the essence of having tattoo on the body ,0
 four fulani kidnappers killed this morning along abuja lokoja express way 31 12 2019 viewer s discretion is advised,0
rt dangote trucks destroying our road at ibeju lekki gradually ,0
 there s a new wave of scam on instagram now where a random user s account is hacked and used to propagate a fake investment scheme to the followers of the account these screenshots are examples do not fall for this those accounts have been compromised share this ,0
rt na wha o madam obiano first lady of anambra states donating materials to the helpless in houston texas united states i guess charity left nigeria so that estacodes can be accounted for ,0
 this floating slum in nigeria doesn t exist on official maps but that s about to change ,1
 here in nigeria its a tradition and no one really knows why abi person sabi y it dey so ,1
 i just don t understand how some people do dumb stuff like this ,0
 burna boy s anybody and rema s iron man was included on former us president barack obama s favourite music of 2019 list rema s iron man was also included on barack obama s summer playlist in august ,0
 i m not a marlian but i must confessi lost my home training mad fun thank you,0
 young man doing wonders here,0
rt someone s bar bill at aura lounge victoria island lagos state speechless,1
 the federal government has approved an establishment and immediate take off of new six federal colleges of education to be situated in bauchi benue ebonyi osun sokoto and edo states where there were no presence of federal colleges of education,0
 7 39am 7up truck got stuck while trying to make a turning at conoil uturn inw berger now occupying 2 lanes inw berger movement coming from berger inw tollgate is slightly affected ,0
 8 05am oba akran ikeja inward maryland is free good to go this morning ,1
 a truck carrying mirinda and the likes just fell a little further from that 7up causing traffic for those heading towards berger i hope it gets cleared before i need to head back home ,1
 next level shooting shots,1
 very good movement inw agric ogolonto down to odogun good movement to ajegunle ajegunle to idera is very slow this is due to a brokendown mass transit bus with tyre problem at idera ,1
 steady inw kosofe better to iyanaschool then slow to ikosird jxn ikosird jxn inw fruitmkt is steady on the service lane but slow on the main carriageway fruitmkt inw tollgate and the interchange is very good ,1
 interchange motorways inw ojota is good ojota down to fadeyi is very gtg fadeyi inw jibowu is good fadeyi inw dormanlong to alaka is good ,1
 alaka service lane inw iponri to costain r a connecting ekobridge is good a bit slow at alaka ascending the bridge with better movement inw ekobridge busy traffic movement approaching ijoraolopa intersection ,1
 movement after ijoraolopa to apongbon is good slow descending to elegbata elegbata inw ebuteero is steady elegbata inw leventis to uba r a is good uba r a inw innermarina is very good ,1
 good movement on apongbon bridge inw cms donw to mcwen bridge rj from cms all the way back to ikorodu is very good only slow around ijora olopa and kosofe ,1
 cause of traffic on costain bridge affecting both lanes in this year end please let s all be careful,0
 cities with lowest quality of life 2019 1 lagos 2 beijing 3 manila 4 dhaka 5 jakarta 6 mumbai 7 rio de janeiro 8 cairo 9 shanghai 10 sao paulo deutsche bank ,0
 see this with leg work on a next level ,1
 someone said northern girls are becoming malians buhari is angry,0
 rounded up my detty december at egun nla lo n keyin igbale thank you h e president naira marley,1
 our phones are intact lol mafo,0
rt my president is here,0
 naira marley performing why at,0
 used eko hotel instead of eko atlantic because he knows that his disciples lack manners and he might not be able to contwol the cwowd ,0
 eko hotel manager wondering what devil made him accept to host marlian fest,0
 see what marlins are going through infront of eko hotel ,0
 eko hotel when they saw the first set of offline marlians ,0
 real being escorted to the vvip area,1
 bail 10k each when i didn t steal or do anything wrong i told them i want 2 use the money too get ticket but they collected it and send me away not only me we all in the vehicle,0
 all this is not good at all we came all the way from osun state 2 celebrate your concert all they could do too us is that we should be in the black vehicle and start harassing us all the police men and army,1
